image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
scgan_0028451,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028452,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028453,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028454,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028455,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028456,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028457,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028458,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028459,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028460,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028461,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028462,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028463,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028464,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028465,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028466,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028467,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028468,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028469,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028470,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028471,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028472,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028473,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028474,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028475,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028476,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028477,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028478,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028479,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028480,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028481,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028482,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028483,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028484,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028485,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028486,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028487,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028488,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028489,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028490,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028491,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028492,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028493,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028494,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028496,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028497,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028498,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028499,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028500,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028501,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028502,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028503,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028504,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028505,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028506,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028507,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028508,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028509,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028510,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028511,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028512,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028513,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028514,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028515,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028516,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028517,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028518,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028519,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028520,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028521,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028522,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028523,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028524,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028525,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028526,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028527,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028528,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028529,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028530,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028531,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028532,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028533,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028534,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028535,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028536,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028537,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028538,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028539,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028540,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028541,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028542,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028543,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028544,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028545,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028546,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028547,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028548,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028549,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028550,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028551,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028552,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028553,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028554,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028555,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028556,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028557,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028558,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028559,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028560,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028561,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028562,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028566,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028567,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028568,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028569,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028570,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028571,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028572,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028573,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028574,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028575,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028576,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028577,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028578,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028579,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028580,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028581,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028582,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028583,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028584,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028585,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028586,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028587,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028588,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028589,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028590,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028591,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028592,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028593,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028594,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028595,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028596,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028597,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028598,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028599,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028600,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028601,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028602,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028603,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028604,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028605,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028606,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028607,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028608,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028609,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028610,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028611,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028612,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028613,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028614,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028615,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028616,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028617,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028618,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028619,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028620,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028621,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028622,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028623,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028624,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028625,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028626,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028627,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028628,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028630,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028631,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028632,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028633,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028634,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028635,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028637,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028638,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028639,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028640,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028641,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028642,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028643,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028644,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028646,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028647,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028648,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028649,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028650,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028651,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0028652,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028653,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028654,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028655,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028656,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028657,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028658,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028659,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028660,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028661,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028662,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028663,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028664,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028665,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028667,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028668,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028669,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028670,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028671,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028672,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028673,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028675,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028676,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028677,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028678,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028679,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028680,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0028681,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028682,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028683,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028684,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028685,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028686,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028687,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028688,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028689,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028690,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028691,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028692,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028693,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028694,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028695,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028696,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028697,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028698,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028699,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028700,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028701,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028702,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028703,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028704,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028705,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028706,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028707,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028708,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028709,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028710,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028711,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028712,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028713,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028714,0.0,0.0,0.0,0.0,0.0,0.0,1.0
scgan_0028715,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028716,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028717,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028718,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028719,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028720,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028721,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028722,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028723,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028725,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028726,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028727,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028728,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028729,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028730,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028731,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028732,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028733,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028734,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028735,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0028736,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028737,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028738,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028739,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028740,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028742,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028743,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028744,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028745,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028746,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028747,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028748,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028749,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028750,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028751,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028752,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028753,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028754,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028755,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028756,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028757,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028758,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028759,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028760,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028761,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028762,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028763,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028764,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028765,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028766,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028767,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028768,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028769,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028770,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028771,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028772,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028773,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028774,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028775,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028776,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028777,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scgan_0028778,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028779,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028780,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028781,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028782,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028783,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028784,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028785,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028787,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028788,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028789,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028790,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scgan_0028791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028792,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028793,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028794,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028795,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028796,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028797,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028798,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028799,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028800,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028801,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028802,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028803,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028804,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028805,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028806,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028807,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028808,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028809,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028810,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028811,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028812,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028813,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028814,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028815,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028816,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028817,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028818,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scgan_0028819,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028820,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scgan_0028821,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028822,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028823,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028824,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028825,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028826,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028827,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028829,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028830,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scgan_0028831,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028832,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028833,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028834,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028835,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028836,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028837,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scgan_0028838,0.0,1.0,0.0,0.0,0.0,0.0,0.0
